iter	Logloss
0	0.6353349699
1	0.5856294552
2	0.5348614525
3	0.487805577
4	0.4507734329
5	0.4184333049
6	0.3847785854
7	0.356862043
8	0.3299987601
9	0.3069309733
10	0.2836588218
11	0.2654760577
12	0.245940217
13	0.231914436
14	0.2208836761
15	0.2084903623
16	0.1958862696
17	0.1836296481
18	0.1737899274
19	0.1656538411
20	0.1581828286
21	0.1509436004
22	0.1444409521
23	0.1379588268
24	0.1318953116
25	0.1255836505
26	0.1206557148
27	0.115629254
28	0.1113951681
29	0.1064550024
30	0.1032513608
31	0.09896162589
32	0.09582291233
33	0.09273734515
34	0.09020909754
35	0.08723022996
36	0.08426861781
37	0.08195994164
38	0.0798206652
39	0.07770670907
40	0.07577908596
41	0.07400361141
42	0.07191068528
43	0.07007937401
44	0.06835751141
45	0.06668881275
46	0.0654032725
47	0.06397331475
48	0.06247131196
49	0.06111722246
50	0.05988195359
51	0.05877082549
52	0.05708665235
53	0.05584751391
54	0.05499179198
55	0.05413009033
56	0.05286905857
57	0.05184536237
58	0.05056081358
59	0.04942703179
60	0.04851350072
61	0.04762536223
62	0.0466182368
63	0.04595430309
64	0.04502286568
65	0.04423508365
66	0.04361814998
67	0.0426917642
68	0.04211457948
69	0.04136435006
70	0.04067956082
71	0.04007782016
72	0.0394454941
73	0.03886986411
74	0.03837917753
75	0.03772080865
76	0.03727805501
77	0.03679869313
78	0.03631168971
79	0.03568626167
80	0.03525829506
81	0.03482109636
82	0.03442233267
83	0.03401142658
84	0.0335508533
85	0.03311540281
86	0.03280458245
87	0.03230082571
88	0.03199668935
89	0.03151450278
90	0.03102633602
91	0.03068041393
92	0.03022431541
93	0.02986406765
94	0.02954311012
95	0.02925737047
96	0.02889357713
97	0.02857602975
98	0.02818428252
99	0.0277341626
100	0.02739418614
101	0.02718851843
102	0.0268892748
103	0.02660183663
104	0.02638026804
105	0.02598455859
106	0.02557088185
107	0.02530336022
108	0.02500304569
109	0.02476730732
110	0.0245802878
111	0.02441189429
112	0.02404389826
113	0.02382526364
114	0.0235225053
115	0.02329457326
116	0.02302329121
117	0.02277935285
118	0.0227367349
119	0.02245778642
120	0.02226273142
121	0.02206416472
122	0.02190917613
123	0.02160645798
124	0.02145462274
125	0.02123309398
126	0.0209984716
127	0.02092039975
128	0.0207813071
129	0.02052765675
130	0.02034756901
131	0.0201033069
132	0.01990195146
133	0.01985535133
134	0.01965606245
135	0.01952118714
136	0.01930458431
137	0.0190888807
138	0.01896786815
139	0.01877927506
140	0.01864124983
141	0.01851346791
142	0.0182926435
143	0.01812557637
144	0.01794368133
145	0.0177790997
146	0.01765296339
147	0.01743441444
148	0.017242406
149	0.0170774183
150	0.016905536
151	0.01677544508
152	0.01661178519
153	0.01646190586
154	0.01635286906
155	0.01624019603
156	0.01611945181
157	0.01596639195
158	0.01585508642
159	0.01564757725
160	0.01553900496
161	0.01542141673
162	0.01526631911
163	0.01509025398
164	0.01493822284
165	0.01479582933
166	0.01466639959
167	0.01448574937
168	0.01436841071
169	0.0142134982
170	0.01407775338
171	0.01385252096
172	0.01371195631
173	0.01364882847
174	0.01346351907
175	0.01338594482
176	0.01330252958
177	0.0132646122
178	0.01315923938
179	0.01305735613
180	0.0128823474
181	0.01288126122
182	0.01278502808
183	0.01268144683
184	0.012582836
185	0.01242563278
186	0.01230112234
187	0.01221519981
188	0.01210436266
189	0.01202276806
190	0.01193084999
191	0.01184974561
192	0.01178503045
193	0.01166005298
194	0.01153147981
195	0.01145804018
196	0.01137256336
197	0.01128032492
198	0.01119170354
199	0.01106980717
200	0.01099859182
201	0.01090539561
202	0.01083101569
203	0.01073933537
204	0.0106741062
205	0.01061804775
206	0.01052320403
207	0.0104550934
208	0.01039828803
209	0.01032718339
210	0.01025920846
211	0.01014179559
212	0.01005527436
213	0.009996251304
214	0.009919637125
215	0.009869395789
216	0.009782248406
217	0.009726330825
218	0.009663077471
219	0.009601704712
220	0.009557677392
221	0.009498732527
222	0.009439466464
223	0.009373179208
224	0.009307147132
225	0.009251835156
226	0.009174181176
227	0.009122325185
228	0.009048566782
229	0.009001260154
230	0.008945686051
231	0.008902434333
232	0.008837954985
233	0.008773210705
234	0.008703584445
235	0.008648814475
236	0.008591164066
237	0.008538477641
238	0.00848251731
239	0.00841833749
240	0.008368653237
241	0.008279763542
242	0.00822639406
243	0.008183723528
244	0.008124828219
245	0.008077289424
246	0.008012288284
247	0.007971898233
248	0.007938684165
249	0.007875934149
250	0.007810736244
251	0.007783772979
252	0.007749999625
253	0.007673614009
254	0.007618156538
255	0.007566312288
256	0.007520788698
257	0.007467283679
258	0.007421934838
259	0.007372695308
260	0.00732668049
261	0.007289201836
262	0.007239209027
263	0.007175767991
264	0.007120214511
265	0.007069749784
266	0.00700901935
267	0.006950695899
268	0.006928029548
269	0.006890303116
